downtime_id,date_key,date,downtime_start_ts,downtime_end_ts,start_hour,reported_duration_minutes,calculated_duration_minutes,duration_variance_seconds,duration_band
downtime_070,20220722,2022-07-22T00:00:00,2022-07-22T20:25:09,2022-07-22T20:59:24,20,34.25058333333333,34.25058333333333,0.0,15–60 min
downtime_071,20220726,2022-07-26T00:00:00,2022-07-26T09:03:44,2022-07-26T09:51:44,9,48.00221666666666,48.00221666666666,0.0,15–60 min
downtime_072,20220726,2022-07-26T00:00:00,2022-07-26T09:53:44,2022-07-26T10:18:14,9,24.501166666666666,24.501166666666666,0.0,15–60 min
downtime_073,20220726,2022-07-26T00:00:00,2022-07-26T10:19:14,2022-07-26T13:17:29,10,178.25835,178.25835,0.0,60+ min
downtime_074,20220726,2022-07-26T00:00:00,2022-07-26T13:18:59,2022-07-26T13:22:44,13,3.7500833333333334,3.7500833333333334,0.0,1–5 min
downtime_075,20220726,2022-07-26T00:00:00,2022-07-26T13:24:44,2022-07-26T13:26:44,13,2.0001166666666665,2.0001166666666665,0.0,1–5 min
downtime_076,20220726,2022-07-26T00:00:00,2022-07-26T13:29:14,2022-07-26T13:31:44,13,2.5001,2.5001,0.0,1–5 min
downtime_077,20220726,2022-07-26T00:00:00,2022-07-26T13:34:44,2022-07-26T13:35:44,13,0.9995999999999999,0.9995999999999999,0.0,<1 min
downtime_078,20220726,2022-07-26T00:00:00,2022-07-26T13:38:14,2022-07-26T13:41:44,13,3.500516666666667,3.500516666666667,0.0,1–5 min
downtime_079,20220726,2022-07-26T00:00:00,2022-07-26T13:44:29,2022-07-26T13:46:14,13,1.7500833333333332,1.7500833333333332,0.0,1–5 min
downtime_080,20220726,2022-07-26T00:00:00,2022-07-26T13:48:44,2022-07-26T13:51:29,13,2.74995,2.74995,0.0,1–5 min
downtime_081,20220726,2022-07-26T00:00:00,2022-07-26T13:53:59,2022-07-26T13:56:44,13,2.7499333333333333,2.7499333333333333,0.0,1–5 min
downtime_082,20220726,2022-07-26T00:00:00,2022-07-26T13:58:59,2022-07-26T14:01:29,13,2.5001333333333333,2.5001333333333333,0.0,1–5 min
downtime_083,20220726,2022-07-26T00:00:00,2022-07-26T14:03:59,2022-07-26T14:07:14,14,3.2500833333333334,3.2500833333333334,0.0,1–5 min
downtime_084,20220726,2022-07-26T00:00:00,2022-07-26T14:09:59,2022-07-26T14:12:29,14,2.5001333333333333,2.5001333333333333,0.0,1–5 min
downtime_085,20220726,2022-07-26T00:00:00,2022-07-26T14:14:59,2022-07-26T14:17:59,14,3.0000666666666667,3.0000666666666667,0.0,1–5 min
downtime_086,20220726,2022-07-26T00:00:00,2022-07-26T14:23:45,2022-07-26T15:18:15,14,54.50306666666667,54.50306666666667,0.0,15–60 min
downtime_087,20220726,2022-07-26T00:00:00,2022-07-26T15:23:00,2022-07-26T15:25:45,15,2.75005,2.75005,0.0,1–5 min
downtime_088,20220726,2022-07-26T00:00:00,2022-07-26T15:27:30,2022-07-26T15:28:00,15,0.5003833333333333,0.5003833333333333,0.0,<1 min
downtime_089,20220726,2022-07-26T00:00:00,2022-07-26T15:32:00,2022-07-26T15:32:30,15,0.5002833333333333,0.5002833333333333,0.0,<1 min
downtime_090,20220726,2022-07-26T00:00:00,2022-07-26T15:35:00,2022-07-26T15:36:00,15,0.9999666666666667,0.9999666666666667,0.0,<1 min
downtime_091,20220726,2022-07-26T00:00:00,2022-07-26T15:38:45,2022-07-26T15:40:00,15,1.24965,1.24965,0.0,1–5 min
downtime_092,20220726,2022-07-26T00:00:00,2022-07-26T15:42:45,2022-07-26T15:44:15,15,1.50005,1.50005,0.0,1–5 min
downtime_093,20220726,2022-07-26T00:00:00,2022-07-26T15:47:15,2022-07-26T15:48:15,15,1.0001166666666665,1.0001166666666665,0.0,1–5 min
downtime_094,20220726,2022-07-26T00:00:00,2022-07-26T15:54:30,2022-07-26T15:57:00,15,2.5001333333333333,2.5001333333333333,0.0,1–5 min
downtime_095,20220726,2022-07-26T00:00:00,2022-07-26T16:00:00,2022-07-26T16:01:45,16,1.7504833333333332,1.7504833333333332,0.0,1–5 min
downtime_096,20220726,2022-07-26T00:00:00,2022-07-26T16:04:30,2022-07-26T16:06:45,16,2.25005,2.25005,0.0,1–5 min
downtime_097,20220726,2022-07-26T00:00:00,2022-07-26T16:12:15,2022-07-26T16:13:30,16,1.2498666666666667,1.2498666666666667,0.0,1–5 min
downtime_098,20220726,2022-07-26T00:00:00,2022-07-26T16:16:00,2022-07-26T16:17:45,16,1.7504833333333332,1.7504833333333332,0.0,1–5 min
downtime_099,20220726,2022-07-26T00:00:00,2022-07-26T16:20:30,2022-07-26T16:22:00,16,1.5006,1.5006,0.0,1–5 min
downtime_100,20220726,2022-07-26T00:00:00,2022-07-26T16:25:30,2022-07-26T16:27:30,16,2.0,2.0,0.0,1–5 min
downtime_101,20220726,2022-07-26T00:00:00,2022-07-26T16:30:00,2022-07-26T16:31:00,16,1.0002833333333334,1.0002833333333334,0.0,1–5 min
downtime_102,20220726,2022-07-26T00:00:00,2022-07-26T16:32:45,2022-07-26T16:36:00,16,3.2459,3.2459,0.0,1–5 min
downtime_103,20220726,2022-07-26T00:00:00,2022-07-26T16:41:00,2022-07-26T16:42:15,16,1.2502666666666669,1.2502666666666669,0.0,1–5 min
downtime_104,20220726,2022-07-26T00:00:00,2022-07-26T16:45:30,2022-07-26T16:47:15,16,1.7500666666666667,1.7500666666666667,0.0,1–5 min
downtime_105,20220726,2022-07-26T00:00:00,2022-07-26T16:50:30,2022-07-26T16:51:00,16,0.5000166666666667,0.5000166666666667,0.0,<1 min
downtime_106,20220726,2022-07-26T00:00:00,2022-07-26T16:53:30,2022-07-26T16:54:15,16,0.7497166666666666,0.7497166666666666,0.0,<1 min
downtime_107,20220726,2022-07-26T00:00:00,2022-07-26T16:57:00,2022-07-26T17:00:00,16,3.0001333333333333,3.0001333333333333,0.0,1–5 min
downtime_108,20220726,2022-07-26T00:00:00,2022-07-26T17:03:00,2022-07-26T17:05:45,17,2.750583333333333,2.750583333333333,0.0,1–5 min
downtime_109,20220726,2022-07-26T00:00:00,2022-07-26T17:08:45,2022-07-26T17:09:30,17,0.74995,0.74995,0.0,<1 min
downtime_110,20220726,2022-07-26T00:00:00,2022-07-26T17:14:00,2022-07-26T17:15:45,17,1.7504166666666667,1.7504166666666667,0.0,1–5 min
downtime_111,20220726,2022-07-26T00:00:00,2022-07-26T17:18:00,2022-07-26T17:20:30,17,2.5000833333333334,2.5000833333333334,0.0,1–5 min
downtime_112,20220726,2022-07-26T00:00:00,2022-07-26T17:25:15,2022-07-26T17:26:00,17,0.7498166666666666,0.7498166666666666,0.0,<1 min
downtime_113,20220726,2022-07-26T00:00:00,2022-07-26T17:28:30,2022-07-26T17:30:45,17,2.2502833333333334,2.2502833333333334,0.0,1–5 min
downtime_114,20220726,2022-07-26T00:00:00,2022-07-26T17:33:45,2022-07-26T17:35:00,17,1.2497666666666667,1.2497666666666667,0.0,1–5 min
downtime_115,20220726,2022-07-26T00:00:00,2022-07-26T17:37:45,2022-07-26T17:39:15,17,1.5001833333333332,1.5001833333333332,0.0,1–5 min
downtime_116,20220726,2022-07-26T00:00:00,2022-07-26T17:42:00,2022-07-26T17:46:15,17,4.250666666666667,4.250666666666667,0.0,1–5 min
downtime_117,20220726,2022-07-26T00:00:00,2022-07-26T17:48:00,2022-07-26T18:03:15,17,15.250833333333333,15.250833333333333,0.0,15–60 min
downtime_118,20220726,2022-07-26T00:00:00,2022-07-26T18:05:00,2022-07-26T18:06:30,18,1.5,1.5,0.0,1–5 min
downtime_119,20220726,2022-07-26T00:00:00,2022-07-26T18:07:00,2022-07-26T18:09:15,18,2.2501166666666665,2.2501166666666665,0.0,1–5 min
downtime_120,20220726,2022-07-26T00:00:00,2022-07-26T18:10:30,2022-07-26T18:15:45,18,5.250249999999999,5.250249999999999,0.0,5–15 min
downtime_121,20220801,2022-08-01T00:00:00,2022-08-01T14:33:06,2022-08-01T14:33:51,14,0.7500333333333333,0.7500333333333333,0.0,<1 min
downtime_122,20220801,2022-08-01T00:00:00,2022-08-01T14:38:51,2022-08-01T14:40:51,14,2.000583333333333,2.000583333333333,0.0,1–5 min
downtime_123,20220801,2022-08-01T00:00:00,2022-08-01T14:43:36,2022-08-01T14:44:06,14,0.5003333333333333,0.5003333333333333,0.0,<1 min
downtime_124,20220801,2022-08-01T00:00:00,2022-08-01T14:48:06,2022-08-01T15:11:17,14,23.188699999999997,23.188699999999997,0.0,15–60 min
downtime_125,20220801,2022-08-01T00:00:00,2022-08-01T15:12:47,2022-08-01T15:14:02,15,1.25,1.25,0.0,1–5 min
downtime_126,20220801,2022-08-01T00:00:00,2022-08-01T15:15:02,2022-08-01T16:28:47,15,73.75735,73.75735,0.0,60+ min
downtime_127,20220801,2022-08-01T00:00:00,2022-08-01T16:32:47,2022-08-01T16:33:17,16,0.5001166666666667,0.5001166666666667,0.0,<1 min
downtime_128,20220801,2022-08-01T00:00:00,2022-08-01T16:34:02,2022-08-01T16:36:47,16,2.7498500000000003,2.7498500000000003,0.0,1–5 min
downtime_129,20220801,2022-08-01T00:00:00,2022-08-01T16:39:32,2022-08-01T16:42:17,16,2.7503333333333333,2.7503333333333333,0.0,1–5 min
downtime_130,20220801,2022-08-01T00:00:00,2022-08-01T16:42:47,2022-08-01T16:43:17,16,0.50005,0.50005,0.0,<1 min
downtime_131,20220801,2022-08-01T00:00:00,2022-08-01T16:46:32,2022-08-01T16:54:17,16,7.750366666666666,7.750366666666666,0.0,5–15 min
downtime_132,20220801,2022-08-01T00:00:00,2022-08-01T16:56:02,2022-08-01T16:57:02,16,1.0001333333333333,1.0001333333333333,0.0,1–5 min
downtime_133,20220801,2022-08-01T00:00:00,2022-08-01T17:06:02,2022-08-01T17:07:47,17,1.7500666666666667,1.7500666666666667,0.0,1–5 min
downtime_134,20220801,2022-08-01T00:00:00,2022-08-01T17:09:17,2022-08-01T17:16:02,17,6.74995,6.74995,0.0,5–15 min
downtime_135,20220801,2022-08-01T00:00:00,2022-08-01T17:25:18,2022-08-01T17:27:48,17,2.4938333333333333,2.4938333333333333,0.0,1–5 min
downtime_136,20220801,2022-08-01T00:00:00,2022-08-01T17:28:33,2022-08-01T17:30:18,17,1.74995,1.74995,0.0,1–5 min
downtime_137,20220801,2022-08-01T00:00:00,2022-08-01T17:33:58,2022-08-01T18:00:13,17,26.251199999999997,26.251199999999997,0.0,15–60 min
downtime_138,20220804,2022-08-04T00:00:00,2022-08-04T10:33:35,2022-08-04T10:37:35,10,4.000266666666667,4.000266666666667,0.0,1–5 min
downtime_139,20220804,2022-08-04T00:00:00,2022-08-04T11:19:21,2022-08-04T11:22:36,11,3.2495333333333334,3.2495333333333334,0.0,1–5 min
downtime_140,20220804,2022-08-04T00:00:00,2022-08-04T11:25:36,2022-08-04T11:28:21,11,2.7507499999999996,2.7507499999999996,0.0,1–5 min
downtime_141,20220804,2022-08-04T00:00:00,2022-08-04T11:29:21,2022-08-04T11:30:21,11,1.0001166666666665,1.0001166666666665,0.0,1–5 min
downtime_142,20220804,2022-08-04T00:00:00,2022-08-04T11:34:06,2022-08-04T11:35:36,11,1.5006166666666667,1.5006166666666667,0.0,1–5 min
downtime_143,20220804,2022-08-04T00:00:00,2022-08-04T11:42:06,2022-08-04T11:43:06,11,0.9999333333333333,0.9999333333333333,0.0,<1 min
downtime_144,20220804,2022-08-04T00:00:00,2022-08-04T11:54:36,2022-08-04T11:55:21,11,0.7502166666666666,0.7502166666666666,0.0,<1 min
downtime_145,20220804,2022-08-04T00:00:00,2022-08-04T11:59:21,2022-08-04T12:00:21,11,0.9998166666666666,0.9998166666666666,0.0,<1 min
downtime_146,20220804,2022-08-04T00:00:00,2022-08-04T12:06:51,2022-08-04T12:07:51,12,1.0007833333333334,1.0007833333333334,0.0,1–5 min
downtime_147,20220804,2022-08-04T00:00:00,2022-08-04T12:10:21,2022-08-04T12:14:51,12,4.500283333333333,4.500283333333333,0.0,1–5 min
downtime_148,20220804,2022-08-04T00:00:00,2022-08-04T12:17:06,2022-08-04T12:27:51,12,10.750300000000001,10.750300000000001,0.0,5–15 min
downtime_149,20220804,2022-08-04T00:00:00,2022-08-04T15:45:04,2022-08-04T15:46:04,15,1.0000333333333333,1.0000333333333333,0.0,1–5 min
